Key,russian
ammo9mmBulletAPDesc," [decea3]Бронебойные[-] патроны калибра 9мм, альтернативные патроны для [decea3]Пистолетов[-] с гораздо более высокой проникающей способностью по сравнению со стандартными патронами."
ammo9mmBulletBall,"9мм Патроны"
ammo9mmBulletBallDesc,"[decea3]Стандартные[-] патроны калибра 9мм , для [decea3] Пистолетов[-]."
ammo9mmBulletHP,"9мм Патроны «дум-дум"
ammo9mmBulletHPDesc,"[decea3]Экспансивные или «дум-дум»[-] патроны калибра 9мм , альтернативные патроны для [decea3]Пистолетов[-], обладает лучшей останавливающей способностью и точностью. Запрещены в большинстве областей"
ammo44MagnumBulletAP,".44 Патроны(ББ)"
ammo44MagnumBulletAPDesc,"[decea3]Бронебойные[-] патроны .44 калибра,альтернативные патроны для [decea3]крупнокалиберных пистолетов[-] с гораздо более высокой проникающей способностью по сравнению со стандартными патронами."
ammo44MagnumBulletBall,".44 Патроны"
ammo44MagnumBulletBallDesc,"[decea3]Стандартные[-] патроны .44 калибра, для [decea3]крупнокалиберных пистолетов[-]."
ammo44MagnumBulletHP,".44 Патроны «дум-дум»"
ammo44MagnumBulletHPDesc,"[decea3]Экспансивные или «дум-дум»[-] патроны, альтернативные патроны [decea3]крупнокалиберных пистолетов[-], обладает лучшей останавливающей способностью и точностью. Запрещены в большинстве областей."
ammo762mmBulletAP,"7.62мм Патроны(ББ)"
ammo762mmBulletAPDesc,"[decea3]Бронебойные[-] патроны калибра 7.62мм, альтернативные патроны для [decea3]Автоматических винтовок[-] с гораздо более высокой проникающей способностью по сравнению со стандартными патронами."
ammo762mmBulletBall,"7.62мм Патроны"
ammo762mmBulletBallDesc,"[decea3]Стандартные[-] патроны калибра 7.62мм , для [decea3]Автоматических винтовок[-]."
ammo762mmBulletHP,"7.62мм Патроны «дум-дум»"
ammo762mmBulletHPDesc,"[decea3]Экспансивные или «дум-дум»[-] патроны, альтернативные патроны для [decea3]Автоматических винтовок[-], обладает лучшей останавливающей способностью и точностью. Запрещены в большинстве областей."
ammoArrowExploding,"Стрела (Взрывная)"
ammoArrowFlaming,"Стрела (Пылающая)"
ammoArrowIron,"Стрела (Железная)"
ammoArrowSteelAP,"Стрела (Стальная)"
ammoArrowStone,"Стрела (Каменная)"
ammoBlunderbuss,"Патроны для мушкетона"
ammoBlunderbussDesc,"Патроны для мушкетона можно сделать из бумаги и пороха и мелких камни."
ammoCrossbowBoltExploding,"Арбалетный болт (Взрывной)"
ammoCrossbowBoltExplodingDesc,"Грубое решение, которое наносит большой урон. Совместим с большинством стандартных арбалетов"
ammoCrossbowBoltFlaming,"Арбалетный болт (Пылающий)"
ammoCrossbowBoltIron,"Арбалетный болт (Железный)"
ammoCrossbowBoltIronDesc,"Арбалетный болт с железным наконечником, совместимый с большинством стандартных арбалетов."
ammoCrossbowBoltSteelAP,"Арбалетный болт (Стальной)"
ammoCrossbowBoltSteelAPDesc,"Арбалетный болт с стальным наконечником, совместимый с большинством стандартных арбалетов."
ammoCrossbowBoltStone,"Арбалетный болт (Каменный)"
ammoCrossbowBoltStoneDesc,"Арбалетный болт с каменным наконечником, совместимый с большинством стандартных арбалетов."
ammoGasCanSchematic,"Бензин"
ammoGasCanSchematicDesc,"Инструкция как сделать [decea3]Бензин[-]."
ammoRocketFrag,"Осколочная ракета"
ammoRocketFragDesc,"Осколочная ракета, снаряд для ракетомета. Наносит урон существам.+"
ammoRocketHE,"Фугасная ракета"
ammoRocketHEDesc,"Снаряд для ракетомета. Наносит урон блокам"
ammoShotgunShell,"Патроны для дробовика"
ammoShotgunShellDesc,"Патрон 12х50 мм, самый распространенный боеприпас для дробовика. Дробь состоит из множества мелких дробинок, которые поражают цель."
ammoShotgunSlug,"Патрон-Пуля для дробовика"
ammoShotgunSlugDesc,"Пуля 12x50 мм, наносит больше урона, чем стандартные снаряды для дробовика. Выстрел состоит из одного свинцового снаряда (пули)."
animalBossGrace,"Грейс"
animalCoyote,"Койот"
animalDireWolf,"Лютоволк"
animalMountainLion,"Пума"
animalSnake,"Змея"
animalWolf,"Волк"
animalZombieBear,"Зомби-медведь"
animalZombieVultureRadiated,"Облученный зомби-стервятник"
armorClothGroupDesc,"Никакого влияния на мобильность, низкая защиты от повреждений, отсутствует защита от погодных условий."
armorHeavyGroupDesc,"Сильное влияние на мобильность, хорошая защита от повреждений, отсутствует защита от погодных условий."
armorIronBootsBlueprint,"[Железные сапоги]"
armorIronBootsBlueprintDesc,"Позволяет изучить новый рецепт. Если уже изучено, дает опыт при использовании."
armorIronChestBlueprint,"Железный нагрудник"
armorIronChestBlueprintDesc,"Позволяет изучить новый рецепт. Если уже изучено, дает опыт при использовании."
armorIronGlovesBlueprint,"Железные перчатки"
armorIronGlovesBlueprintDesc,"Позволяет изучить новый рецепт. Если уже изучено, дает опыт при использовании."
armorIronHelmetBlueprint,"Железный шлем"
armorIronHelmetBlueprintDesc,"Позволяет изучить новый рецепт. Если уже изучено, дает опыт при использовании."
armorIronLegsBlueprint,"Железные поножи"
armorIronLegsBlueprintDesc,"Позволяет изучить новый рецепт. Если уже изучено, дает опыт при использовании."
armorIronSetSchematic,"Железная броня"
armorLeatherBootsBlueprint,"Кожаные сапоги"
armorLeatherBootsBlueprintDesc,"Позволяет изучить новый рецепт. Если уже изучено, дает опыт при использовании."
armorLeatherChestBlueprint,"Кожаный нагрудник"
armorLeatherChestBlueprintDesc,"Позволяет изучить новый рецепт. Если уже изучено, дает опыт при использовании."
armorLeatherGlovesBlueprint,"Кожаные перчатки"
armorLeatherGlovesBlueprintDesc,"Позволяет изучить новый рецепт. Если уже изучено, дает опыт при использовании."
armorLeatherGroupDesc,"Среднее влияние на мобильность, средняя защита от повреждений, отсутствует защита от погодных условий."
