Key,russian
actionPerkSubmachineGuns2,"Урон, Точность, Шанс расчленения [decea3]+10%[-]\nУрон в голову [decea3]+20%[-]\nСкорость перезарядки [decea3]+4%[-]\n[decea3]UРазблокирует создание Бронебойных патронов 10мм[-][-]"
actionPerkSubmachineGuns3,"Урон, Точность, Шанс расчленения [decea3]+15%[-]\nУрон в голову [decea3]+30%[-]\nСкорость перезарядки [decea3]+6%[-]"
actionPerkSubmachineGuns4,"Урон, Точность, Шанс расчленения [decea3]+20%[-]\nУрон в голову [decea3]+40%[-]\nСкорость перезарядки [decea3]+8%[-]"
actionPerkSubmachineGuns5,"Урон, Точность, Шанс расчленения [decea3]+25%[-]\nУрон в голову [decea3]+50%[-]\nСкорость перезарядки [decea3]+10%[-]"
actionPerkSubmachineGunsDesc,"Повышает скорострельность [decea3]пистолета-пулемета[-], скорость перезарядки, урон и точность до [decea3]25%[-]. Для развития этого навыка используйте пистолеты-пулеметы."
actionPerkSubmachineGunsEffect,"Повышает скорострельность [decea3]пистолета-пулемета[-], скорость перезарядки, урон и точность \nна [decea3]0.25%[-]."
actionPerkSubmachineGunsLevelUp,"Ваш навык владения [decea3]пистолетами-пулеметами[-] повысился!"
actionPerkTipExp,"Опыт"
actionPerkTipExpLong,"Текущий опыт"
actionPerkTipExpNext,"СЛЕД"
actionPerkTipExpNextLong,"Опыта для повышения уровня"
actionPerkTrading,"Торговля"
actionPerkTrading1,"Лучшие цены купли/продажи [decea3]+4%[-]"
actionPerkTrading2,"Лучшие цены купли/продажи [decea3]+8%[-]\nПредметов в тайнике [decea3]+1[-]"
actionPerkTrading3,"Лучшие цены купли/продажи [decea3]+12%[-]"
actionPerkTrading4,"Лучшие цены купли/продажи [decea3]+16%[-]\nПредметов в тайнике [decea3]+2[-]"
actionPerkTrading5,"Лучшие цены купли/продажи [decea3]+20%[-]"
actionPerkTradingLevelUp,"Ваш навык [decea3]Торговли[-] повысился!"
actionPerkTurrets,"Турели"
actionPerkTurrets1,"Эффективность портативной турели [decea3]+5%[-]\nОпыт от механизмов [decea3]+5%[-]"
actionPerkTurrets2,"Эффективность портативной турели [decea3]+10%[-]\nОпыт от механизмов [decea3]+10%[-]"
actionPerkTurrets3,"Эффективность портативной турели [decea3]+15%[-]\nОпыт от механизмов [decea3]+15%[-]"
actionPerkTurrets4,"Эффективность портативной турели [decea3]+20%[-]\nОпыт от механизмов [decea3]+20%[-]"
actionPerkTurrets5,"Эффективность портативной турели [decea3]+25%[-]\nОпыт от механизмов [decea3]+25%[-]"
actionPerkTurretsLevelUp,"Ваш навык обращения с [decea3]Турелями[-] повысился!"
actionSkillDeathPenalty,"Вы потеряли память, некоторые из ваших [decea3]Навыков[-] ухудшились на один уровень"
activeBlockPrompt,"{0}\n[73E9B2](Активный)[-]"
adhesive,"Адгезионный клей"
ammo44MagnumBulletAP,."44 Патроны(ББ)"
ammo44MagnumBulletAPDesc,"[decea3]Бронебойные[-] патроны .44 калибра,альтернативные патроны для [decea3]крупнокалиберных пистолетов[-] с гораздо более высокой проникающей способностью по сравнению со стандартными патронами."
ammo44MagnumBulletBall,."44 Патроны"
ammo44MagnumBulletBallDesc,"[decea3]Стандартные[-] патроны .44 калибра, для [decea3]крупнокалиберных пистолетов[-]."
ammo44MagnumBulletHP,."44 Патроны «дум-дум»"
ammo44MagnumBulletHPDesc,"[decea3]Экспансивные или «дум-дум»[-] патроны, альтернативные патроны [decea3]крупнокалиберных пистолетов[-], обладает лучшей останавливающей способностью и точностью. Запрещены в большинстве областей."
ammo762mmBulletAP,"7.62мм Патроны(ББ)"
ammo762mmBulletAPDesc,"[decea3]Бронебойные[-] патроны калибра 7.62мм, альтернативные патроны для [decea3]Автоматических винтовок[-] с гораздо более высокой проникающей способностью по сравнению со стандартными патронами."
ammo762mmBulletBall,"7.62мм Патроны "
ammo762mmBulletBallDesc,"[decea3]Стандартные[-] патроны калибра 7.62мм , для [decea3]Автоматических винтовок[-]."
ammo762mmBulletHP,"7.62мм Патроны «дум-дум» "
ammo762mmBulletHPDesc,"[decea3]Экспансивные или «дум-дум»[-] патроны, альтернативные патроны для [decea3]Автоматических винтовок[-], обладает лучшей останавливающей способностью и точностью. Запрещены в большинстве областей."
ammo9mmBulletAP,"9мм Патроны(ББ)"
ammo9mmBulletAPDesc," [decea3]Бронебойные[-] патроны калибра 9мм, альтернативные патроны для [decea3]Пистолетов[-] с гораздо более высокой проникающей способностью по сравнению со стандартными патронами."
ammo9mmBulletBall,"9мм Патроны"
ammo9mmBulletBallDesc,"[decea3]Стандартные[-] патроны калибра 9мм , для [decea3] Пистолетов[-]."
ammo9mmBulletHP,"9мм Патроны «дум-дум"
ammo9mmBulletHPDesc,"[decea3]Экспансивные или «дум-дум»[-] патроны калибра 9мм , альтернативные патроны для [decea3]Пистолетов[-], обладает лучшей останавливающей способностью и точностью. Запрещены в большинстве областей"
ammoArrowExploding,"Стрела (Взрывная)"
ammoArrowFlaming,"Стрела (Пылающая)"
ammoArrowIron,"Стрела (Железная)"
ammoArrowSteelAP,"Стрела (Стальная)"
ammoArrowStone,"Стрела (Каменная)"
ammoBlunderbuss,"Патроны для мушкетона"
ammoBlunderbussDesc,"Патроны для мушкетона можно сделать из бумаги и пороха и мелких камни."
ammoCrossbowBoltExploding,"Арбалетная стрела (Взрывная)"
ammoCrossbowBoltExplodingDesc,"Грубое решение, которое наносит большой урон. Совместим с большинством стандартных арбалетов"
ammoCrossbowBoltFlaming,"Арбалетная стрела (Пылающая)"
ammoCrossbowBoltIron,"Арбалетная стрела (Железная)"
ammoCrossbowBoltIronDesc,"Арбалетная стрела с железным наконечником, совместимый с большинством стандартных арбалетов."
ammoCrossbowBoltSteelAP,"Арбалетная стрела (Стальная)"
ammoCrossbowBoltSteelAPDesc,"Арбалетная стрела с стальным наконечником, совместимый с большинством стандартных арбалетов."
ammoCrossbowBoltStone,"Арбалетная стрела (Каменная)"
