Key,English
statItemsCrafted,"Items Crafted"
statJumpStrength,"Jump Height"
statKilledPlayers,"Players killed"
statKilledZombies,"Zombies killed"
statLoad,"Load"
statLockpicking,"Lockpicking"
statLockpickDurability,"Lockpick Durability"
statLongestLife,"Longest Life"
statLootStage,"Loot Stage"
statMagazineSize,"Magazine"
statMaxFoodWaterBonus,"Max Food/Water"
statMaxHealthBonus,"Max Health"
statMaxStaminaBonus,"Max Stamina"
statMobility,"Mobility"
statModificationSlots,"Slots"
statPoisonChance,"Risk of food poisoning"
statPoisonCure,"Cure Poison"
statPower,"Power"
statPowerAttack,"Power Attack"
statPowerEfficiency,"Power Efficiency"
statProtein,"Protein"
statProteinMax,"Max Protein"
statRange,"Range"
statRecoil,"Recoil"
statRangerDamage,"Ranger Damage"
statRangerReloadSpeed,"Ranger Reload Speed"
statReloadSpeed,"Reload Speed"
statPistolReloadSpeed,"Pistol Reload Speed"
statResistBleeding,"Bleeding resistance"
statResistCold,"Cold resistance"
statResistDiseases,"Disease resistance"
statResistFallDamage,"Fall Damage Reduction"
statResistHeat,"Heat resistance"
statResistPhysical,"Physical resistance"
statResistPoison,"Poison resistance"
statResistRadiation,"Radiation resistance"
statResistStun,"Stun resistance"
statResistToxic,"Toxic resistance"
statRoundsPerMinute,"Ranged Attack Speed"
statStamina,"Stamina"
statStaminaMax,"Max Stamina"
statTraderStage,"Trader Level"
statMeleeStaminaUse,"Melee Stamina Use"
statStaminaRegen,"Stamina Regen"
statStopsBleeding,"Stops Bleeding"
statStopsLaceration,"Stops Laceration"
statStopsBrokenLimbs,"Heals Broken Limbs"
statTreasureRadius,"Treasure Radius"
statVehicleDamageGiven,"Increased Damage Given"
statVehicleDamageTaken,"Decreased Damage Taken"
statVitamins,"Vitamins"
statVitaminsMax,"Max Vitamins"
statWater,"Water"
statWaterMax,"Max Water"
statWaterRate,"Water Burn Rate"
statWeaponDamageAll,"Weapon Damage"
statWeaponDamageArchery,"Bow/Crossbow Damage"
statWeaponDamageAxe,"Axe Entity Damage"
statWeaponDamageBaton,"Baton Damage"
statWeaponDamageBlade,"Blade Weapon Damage"
statWeaponDamageBlunt,"Blunt Weapon Damage"
statWeaponDamageBow,"Bow Damage"
statWeaponDamageCrossbow,"Crossbow Damage"
statWeaponDamageGrenade,"Grenade Damage"
statWeaponDamageLauncher,"Launcher Damage"
statWeaponDamageMachineGun,"Machine Gun Damage"
statWeaponDamageMelee,"Melee Weapon Damage"
statWeaponDamageMining,"Mining Tool Damage"
statWeaponDamageDigging,"Digging Tool Damage"
statWeaponDamagePistol,"Pistol Damage"
statWeaponDamagePolearm,"Polearm Damage"
statWeaponDamageRanged,"Ranged Weapon Damage"
statWeaponDamageRadiated,"Damage vs Radiated"
statWeaponDamageRevolver,"Revolver Damage"
statWeaponDamageRifle,"Rifle Damage"
statWeaponDamageSniperRifle,"Sniper Rifle Damage"
statWeaponDamageSMG,"SMG Damage"
statWeaponDamageShotgun,"Shotgun Damage"
statWeaponDamageUndead,"Damage vs Undead"
statWeight,"Carry weight"
statWeightMax,"Carry weight limit"
statWellness,"Wellness"
statWellnessMax,"Max Wellness"
statWellnessRate,"Wellness Rate"
tt_belongs_to_other_player,"This belongs to someone else"
tt_empty_before_pickup,"It must be empty before picking it up."
tt_container_is_full,"It's full, you can't add more."
tt_not_enough_substance,"It's not enough to fill up this item."
tt_no_compatible_items,"I don't have anything compatible in my hand to interact with it."
ttJunkDroneEmptySomeStorage,"Remove items from drone storage last row to replace or remove this modification."
type1hAxes,"One-handed Axe"
type1hBlades,"One-handed Blade"
type1hBlunt,"One-handed Blunt"
type1hKnives,"One-handed Knife"
type2hAxes,"Two-handed Axe"
type2hMelee,"Two-handed Melee"
type4x4,"Car | Vehicle"
typeadvBuilding,"Advanced"
typeAccessory,"Accessory"
typeAmmo,"Ammo"
typeAmmoWeapons,"Ammo/Weapon"
typeAmmunition,"Ammunition"
typeApparel,"Apparel"
typeAppliance,"Appliance"
typeArmor,"Armor"
typeAutomotive,"Automotive"
typeBackpacks,"Backpack"
typeBasics,"Basic"
typeBatons,"Baton"
typeBeams,"Beam"
typeBeds,"Bed"
typeBelt,"Belt"
typeBicycles,"Bicycle | Vehicle"
typeBladeLong,"Long Blade"
typeBladeShort,"Short Blade"
typeBlunt,"Blunt"
typeBluntLong,"Long Blunt"
typeBluntShort,"Short Blunt"
typeBlocks,"Block"
typeBooks,"Book"
typeBows,"Bow"
typeBuilding,"Building"
typeBundles,"Item Bundle"
typeCandy,"Candy"
typeCannedFood,"Canned Food"
typeCars,"Car | Vehicle"
typeCatwalks,"Catwalk"
typeCFChemicals,"Chemical"
typeCFDrinkCooking,"Drink"
typeCFFoodCooking,"Food"
typeChemicals,"Chemical"
typeChemicalComposite,"Chemical Composite"
typeClothing,"Clothing"
typeClubs,"Club"
typeCollectors,"Resource Collector"
typeConsumables,"Consumable"
typeConstructionTools,"Construction Tool"
typeCookingTools,"Cooking Tool"
typeCorpses,"Corpses"
typeCraftingMisc,"Crafting/Misc"
typeCrops,"Farming Crop"
typeCrossbows,"Crossbow"
typeCutting,"Cutting | Mining"
typeDebris,"Debris"
typeDecorMiscellaneous,"Miscellaneous"
typeDecor,"Decor"
typeDecorative,"Decorative"
typeDigging,"Digging"
typeDiggingTools,"Digging Tool"
typeDoors,"Door"
typeDrinks,"Drink"
typeDrugs,"Drug"
typeDyeMods,"Cosmetic Dye"
typeElectrical,"Electrical"
typeElectricalTools,"Electrical Wiring Tool"
typeEmpty,"Empty Storage"
typeEnergyBatons,"Baton | Energy Weapon"
typeEnergySledgehammers,"Sledgehammer | Energy Weapon"
typeEnergySwords,"Sword | Energy Weapon"
typeExplosives,"Explosive"
typeFacewear,"Face wear"
typeFences,"Fence"
typeFirearms,"Firearm"
typeFistWeapons,"Fist Weapon"
typeFoliage,"Foliage"
typeFood,"Food"
typeFoodCooking,"Food/Cooking"
typeFurniture,"Furniture/Decoration"
typeGardeningTools,"Gardening Tool"
typeGrenades,"Grenade"
typeGun,"Gun"
typeGuns,"Gun"
typeGyroCopters,"GyroCopter | Vehicle"
typeHandTools,"Hand Tool"
typeHealth,"Health"
typeHeavyArmor,"Heavy Armor"
typeHelicopters,"Helicopter | Vehicle"
typeItem,"Item"
typeJunk,"Junk"
typeKnives,"Knife"
typeLandMines,"Land Mine | Building"
typeLaunchers,"Launcher"
typeLightArmor,"Light Armor"
typeLighting,"Lighting"
typeLoot,"Storage"
typeMedical,"Medicine"
typeMedicine,"Medicine"
typeMediumArmor,"Medium Armor"
typeMelee,"Melee"
typeMeleeTools,"Melee Tool"
typeMeleeWeapons,"Melee Weapon"
typeMachineGuns,"Machine Gun"
typeMinesExplosives,"Mines/Explosives"
typeMinibikes,"Motorcycle | Vehicle"
typeMotorcycles,"Motorcycle | Vehicle"
typeChoppingTools,"Woodcutting tool"
typeMaintenance,"Repair and Upgrade Tool"
typeMiningTools,"Mining Tool"
typeMissions,"Mission item"
typeMisc,"Miscellaneous"
typeMods,"Item Mod"
typeModsArmor,"Armor Mod"
typeModsHead,"Headgear Armor Mod"
typeModsChainsaw,"Chainsaw Mod"
typeModsChest,"Outfit Armor Mod"
typeModsHands,"Gloves Armor Mod"
typeModsFeet,"Footwear Armor Mod"
typeModsVehicle,"Vehicle Mod"
typePainting,"Painting"
typePaintingTools,"Painting Tool"
typePistols,"Pistol"
typePlumbing,"Plumbing"
typePolearms,"Polearm"
typePortableDrones,"Portable Drone"
typePortableTurrets,"Portable Turret"
typePosters,"Poster"
typePowered,"Powered"
typePoweredCutting,"Powered Cutting Tool"
typePoweredDigging,"Powered Digging Tool"
typePoweredMining,"Powered Mining Tool"
typePoweredMiningDigging,"Powered Mining/Digging Tool"
typePowerGenerators,"Power Generator"
typePowerStorage,"Power Storage"
typeResearch,"Research"
typeQuality,"Quality"
typeQualitySchematics,"Quality Research"
typeRandomHelper,"Random Helper"
typeRanged,"Ranged"
typeRangedGuns,"Gun"
typeRangedWeapons,"Ranged Weapon"
typeRecipes,"Recipe"
typeResearchBooks,"Research Book"
typeResources,"Resource"
typeRoadProps,"Road Decor"
typeRocketLaunchers,"Rocket Launcher"
typeSalvage,"Salvage"
typeSalvageTools,"Salvage Tool"
typeScavenging,"Scavenging"
typeSchematics,"Schematic"
typeScience,"Science"
typeSeeds,"Crop Seed"
typeSecretStash,"Secret Stash"
typeShortBlade,"Short Blade"
typeShotguns,"Shotgun"
typeSigns,"Sign"
typeSkillBooks,"Skill Book"
typeSledgehammers,"Sledgehammer"
typeSleepers,"Spawner (Sleeper)"
typeSmeltingTools,"Furnace Tool"
typeSniperRifles,"Sniper Rifle"
typeSpawnPoint,"Spawn Point"
typeSpears,"Spear"
typeSpecial,"Special Object"
typeSpecialItems,"Mission item"
typeStairs,"Stairs"
typeStorage,"Storage"
typeStorageEmpty,"Empty Storage"
typeStorageTanks,"Storage Tank"
typeStructural,"Structural"
typeSubmachineGuns,"Submachine Gun"
typeSupport,"Support"
typeSwords,"Sword"
typeTerrain,"Terrain"
typeThrowable,"Throwable"
typeThrowableExplosive,"Throwable Explosive"
typeToolParts,"Tool Component"
typeTools,"Tool"
typeToolsTraps,"Tool/Trap"
typeTrade,"Trade"
typeTraders,"Spawner (Trader)"
typeTraps,"Trap"
typeTrees,"Tree"
typeTrucks,"Truck | Vehicle"
typeVariantHelper,"Variant Helper"
typeVehicles,"Vehicle"
typeVents,"Vents"
typeWeapons,"Weapon"
typeWeaponsTools,"Weapon/Tool"
typeWindows,"Window"
typeVisionGear,"Vision Gear"
typeWorkstations,"Workstation"
typeWorkstationTools,"Workstation Tool"
typeRiverWater,"Murky Water"
typeBeer,"Beer"
typeCoffee,"Coffee"
typeGrainAlcohol,"Grain Alcohol"
typeGoldenRodTea,"Golden Rod Tea"
typeHoney,"Honey"
typeMineralWater,"Mineral Water"
typeRedTea,"Red Tea"
typeBoiledWater,"Boiled Water"
typeGasoline,"Gasoline"
typeBiofuel,"Biofuel"
typeJetFuel,"Jet Fuel"
typePropane,"Propane"
typePowerCell,"Power Cell"
typeYuccaJuice,"Yucca Juice"
typeYuccaSmoothie,"Yucca Smoothie"
twitchBounty,"Bounty"
headerDisplay,"Display"
headerQuality,"Quality"
headerUI,"User Interface"
headerVideo,"Video Settings"
groupAll,"All"
groupAllBlocks,"All Blocks"
groupAmmo,"Ammo"
groupAmmoPortableTurret,"Portable Turret Ammo"
groupAmmoPrimitive,"Primitive Ammo"
groupAmmoStandard,"Standard Ammo"
groupAmmoWeapons,"Ammo/Weapons"
groupAmmoAndExplosives,"Ammo and Explosives"
groupAppliances,"Appliance"
groupArmor,"Armor"
groupArmorer,"Armorer"
groupAutomotive,"Automotive"
groupBackpacks,"Backpacks"
groupBasics,"Basics"
groupBasicBlocks,"Basic Blocks"
groupBars,"Bars & Trussing"
groupBeams,"Beams"
groupBlocks,"Blocks"
groupBooks,"Books"
groupBooksAndSchematics,"Books and Schematics"
groupBrokenObjects,"Broken Objects"
groupBuilding,"Building"
groupBundles,"Bundles"
groupCatwalks,"Catwalks"
groupChemicals,"Chemicals"
groupChemistry,"Chemistry"
groupClothing,"Clothing"
groupClothingAndArmor,"Clothing and Armor"
groupCollectors,"Resource Collectors"
groupConsumables,"Consumables"
groupContainers,"Containers"
groupCookingAndBrewing,"Cooking and Brewing"
groupCorpses,"Corpses"
groupCreative,"Creative"
groupCrops,"Crops"
groupDebris,"Debris"
groupDecor,"Decor"
groupDecorMisc,"Decor/Miscellaneous"
groupDoors,"Doors"
groupDrinks,"Drinks"
groupDyes,"Dyes"
groupElectrical,"Electrical"
groupEmpty,"Empty Storage"
groupEngineering,"Engineering"
groupExplosives,"Explosives"
groupFacewear,"Face Wear"
groupFarming,"Farming"
groupFences,"Fences"
groupFirstAid,"First Aid"
groupFrames,"Frame Blocks"
groupFoliage,"Foliage"
groupFood,"Food"
groupFoodCooking,"Food/Cooking"
groupFurniture,"Furniture"
groupGardeningTools,"Gardening Tools"
groupGeneral,"General"
groupGrenades,"Grenades"
groupHeroTreasure,"Treasure"
groupHeavyArmor,"Heavy Armor"
groupItems,"Items"
groupLandscape,"Landscape"
groupLightArmor,"Light Armor"
groupLightSource,"Light Source"
groupLighting,"Lighting"
groupLoot,"Storage"
groupLootHelper,"Loot Helper"
groupMechanic,"Mechanic"
groupMedicine,"Medicine"
groupMediumArmor,"Medium Armor"
groupMeleeWeapons,"Melee Weapons"
groupMinesExplosives,"Mines/Explosives"
groupMisc,"Misc"
groupMiscellaneous,"Miscellaneous"
groupMods,"Mods"
groupOutdoor,"Outdoor"
groupPlumbing,"Plumbing"
groupPowerGenerators,"Power Generators"
groupPrefabBlocks,"POI Blocks"
groupPrefabEditor,"Prefab Editor"
groupRangedWeapons,"Ranged Weapons"
groupResearch,"Research"
groupResources,"Resources"
groupRoadProps,"Road Decor"
groupRobotics,"Robotics"
groupScience,"Science"
groupScienceEngienering,"Science and Engineering"
groupSchematics,"Schematics"
groupSeeds,"Seeds"
groupShrubs,"Shrubs"
groupSigns,"Signs"
groupSpecial,"Special Objects"
groupStairs,"Stairs"
groupStorage,"Storage"
groupStorageEmpty,"Empty Storage"
groupStorageHelpers,"Storage Helpers"
groupStorageTanks,"Storage Tanks"
groupStructural,"Structural"
groupSupport,"Support"
groupSurvival,"Survival"
groupTableSaw,"Table Saw"
groupTerrain,"Terrain"
groupTools,"Tools"
groupToolsTraps,"Tools/Traps"
groupTraps,"Traps"
groupTrash,"Trash"
groupTrees,"Trees"
groupUnclassified,"Unclassified"
groupVariantHelpers,"Variant Helpers"
groupVegetation,"Vegetation"
groupVehicles,"Vehicles"
groupVents,"Vents"
groupVisionGear,"Vision Gear"
groupWeapons,"Weapons"
groupWeaponsTools,"Weapons and Tools"
groupWindows,"Windows"
groupWorkstations,"Workstations"
groupWorkstationTools,"Workstation Tools"
shapeCategoryAll,"All"
shapeCategoryRandomHelper,"Random Helper"
shapeCategorySedan,"Sedan"
shapeCategorySUV,"SUV"
shapeCategoryMinivan,"Minivan"
shapeCategoryPickup,"Pickup"
shapeCategoryTruck,"Truck"
shapeCategoryBus,"Bus"
shapeCategorySportsCar,"Sports Car"
shapeCategoryAmbulance,"Ambulance"
shapeCategoryHelicopter,"Helicopter"
shapeCategoryFiretruck,"Firetruck"
shapeCategoryLightVehicle,"Light Vehicles"
shapeCategoryBicycle,"Bicycle"
shapeCategoryMotorcycle,"Motorcycle"
shapeCategoryCrushedCars,"Crushed Cars"
shapeCategoryUtility,"Utility/Construction"
SignRoad,"Road Signs"
SignGas,"Gas Signs"
SignGun,"Gun Signs"
SignWork,"Workplace Signs"
SignAds,"Ads and Posters"
SignStore,"Store Signs"
SignBathroom,"Bathroom Signs"
SignExit,"Exit Signs"
SignMisc,"Miscellaneous Signs"
ulm_loot_biker_1,"Dropped Loot"
ulm_loot_biker_2,"Dropped Loot"
ulm_loot_biker_3,"Dropped Loot"
ulm_loot_boss_1,"Dropped Loot"
ulm_loot_boss_2,"Dropped Loot"
ulm_loot_boss_3,"Dropped Loot"
ulm_loot_burnt_1,"Dropped Loot"
ulm_loot_burnt_2,"Dropped Loot"
ulm_loot_burnt_3,"Dropped Loot"
ulm_loot_business_1,"Dropped Loot"
ulm_loot_business_2,"Dropped Loot"
ulm_loot_business_3,"Dropped Loot"
ulm_loot_cheerleader_1,"Dropped Loot"
ulm_loot_cheerleader_2,"Dropped Loot"
ulm_loot_cheerleader_3,"Dropped Loot"
ulm_loot_common_1,"Dropped Loot"
ulm_loot_common_2,"Dropped Loot"
ulm_loot_common_3,"Dropped Loot"
ulm_loot_cop_1,"Dropped Loot"
ulm_loot_cop_2,"Dropped Loot"
ulm_loot_cop_3,"Dropped Loot"
ulm_loot_farmer_1,"Dropped Loot"
ulm_loot_farmer_2,"Dropped Loot"
ulm_loot_farmer_3,"Dropped Loot"
ulm_loot_fat_1,"Dropped Loot"
ulm_loot_fat_2,"Dropped Loot"
ulm_loot_fat_3,"Dropped Loot"
ulm_loot_football_1,"Dropped Loot"
ulm_loot_football_2,"Dropped Loot"
ulm_loot_football_3,"Dropped Loot"
ulm_loot_hazmat_1,"Dropped Loot"
ulm_loot_hazmat_2,"Dropped Loot"
ulm_loot_hazmat_3,"Dropped Loot"
ulm_loot_lab_1,"Dropped Loot"
ulm_loot_lab_2,"Dropped Loot"
ulm_loot_lab_3,"Dropped Loot"
ulm_loot_mini_boss_1,"Dropped Loot"
ulm_loot_mini_boss_2,"Dropped Loot"
ulm_loot_mini_boss_3,"Dropped Loot"
ulm_loot_nurse_1,"Dropped Loot"
ulm_loot_nurse_2,"Dropped Loot"
ulm_loot_nurse_3,"Dropped Loot"
ulm_loot_snow_1,"Dropped Loot"
ulm_loot_snow_2,"Dropped Loot"
ulm_loot_snow_3,"Dropped Loot"
ulm_loot_skater_1,"Dropped Loot"
ulm_loot_skater_2,"Dropped Loot"
ulm_loot_skater_3,"Dropped Loot"
ulm_loot_soldier_1,"Dropped Loot"
ulm_loot_soldier_2,"Dropped Loot"
ulm_loot_soldier_3,"Dropped Loot"
ulm_loot_special_1,"Dropped Loot"
ulm_loot_special_2,"Dropped Loot"
ulm_loot_special_3,"Dropped Loot"
ulm_loot_stripper_1,"Dropped Loot"
ulm_loot_stripper_2,"Dropped Loot"
ulm_loot_stripper_3,"Dropped Loot"
ulm_loot_utility_1,"Dropped Loot"
ulm_loot_utility_2,"Dropped Loot"
ulm_loot_utility_3,"Dropped Loot"
videoAntiAliasing,"Anti-Aliasing"
videoAntiAliasingDesc,"Removes jagged edges from object."
videoAntiAliasingSharp,"AA Sharpening"
videoAntiAliasingSharpDesc,"Amount of sharpening by temporal AA.\n[decea3][Performance Impact: Medium][-]"
videoBloom,"Bloom"
videoBloomDesc,"A glow around brighter highlights.\n[decea3][Performance Impact: Medium][-]"
videoDepthOfField,"Depth of Field"
videoDepthOfFieldDesc,"Distant objects get blurred.\n[decea3][Performance Impact: Medium][-]"
videoDynamicMeshDistance,"Mesh Distance"
videoDynamicMeshDistanceDesc,"Distance in meters to which the rendering of the Dynamic Mesh system can be viewed.\n[decea3][Performance Impact: High][-]"
videoDynamicMeshEnabled,"Dynamic Meshes"
videoDynamicMeshEnabledDesc,"When enabled, player and POI block changes will show in the distance.\nRequires game reload from main menu.\n[decea3][Performance Impact: Medium][-]"
videoDynamicMeshHighQualityMesh,"Dynamic Mesh Options"
videoDynamicMeshHighQualityMeshDesc,"If true renders the distant meshes include more details.\n[decea3][Performance Impact: High, Uses more RAM][-]"
videoDynamicMeshLandClaimBuffer,"Land Claim Buffer"
videoDynamicMeshLandClaimBufferDesc,"The number of chunks around the Land Claim Block that the dynamic mesh system can work.\n[decea3][Performance Impact: High][-]"
videoDynamicMeshLandClaimOnly,"Land Claim only"
videoDynamicMeshLandClaimOnlyDesc,"Dynamic mesh system only applies around Land Claim Blocks."
videoDynamicMeshMaxMeshCache,"Max Mesh Processing"
videoDynamicMeshMaxMeshCacheDesc,"The number of meshes that will be processed concurrently in the background.\n[decea3][Performance Impact: High, Uses more RAM][-]"
videoDynamicMeshMaxRegionLoads,"Max Loaded Regions"
videoDynamicMeshMaxRegionLoadsDesc,"The number of regions that will load at the same time.\n[decea3][Performance Impact: High, Affect FPS][-]"
videoFieldOfView,"Field of View"
videoFieldOfViewDesc,"How wide your view angle is.\n[decea3][Performance Impact: Low][-]"
videoFullscreen,"Full screen"
videoFullscreenDesc,"Run the game in full screen or windowed mode.\n[decea3][Performance Impact: Medium][-]"
videoBrightness,"Brightness"
videoBrightnessDesc,"How bright the game is.\n[decea3][Performance Impact: None][-]"
videoGrassDistance,"Grass Distance"
videoGrassDistanceDesc,"The maximum distance at which you can see grass.\n[decea3][Performance Impact: Medium][-]"
videoJournalPopup,"Journal Pop up"
videoJournalPopupDesc,"Show a window when receiving a new journal entry instead of a tool tip."
videoLODDistance,"LOD Distance"
videoLODDistanceDesc,"The overall maximum level of detail at which the world is displayed.\n[decea3][Performance Impact: High][-]"
videoMotionBlur,"Motion Blur"
videoMotionBlurDesc,"Quality level of motion blur (more pixel samples & smoothing).\n[decea3][Performance Impact: High][-]"
videoOcclusion,"Occlusion"
videoOcclusionDesc,"Disables drawing of objects that are not visible. Boosts indoor performance.\nCannot be changed while in a game.\n[decea3][Performance Impact: Medium][-]"
videoQualityPreset,"Quality Preset"
videoQualityPresetDesc,"Overall Graphics Quality.  Changes almost all settings.\n[decea3][Performance Impact: High][-]"
videoReflectedShadows,"Shadow Reflections"
videoReflectedShadowsDesc,"Shadows are processed and displayed inside reflections.\n[decea3][Performance Impact: High][-]"
videoReflectionQuality,"Reflections"
videoReflectionQualityDesc,"How clear reflections are. Provides more realistic lighting.\n[decea3][Performance Impact: Very High][-]"
videoResolution,"Resolution"
videoResolutionDesc,"Sets the screen resolution at which the game is displayed.\n[decea3][Performance Impact: Very High][-]"
videoScreenBounds,"UI Margin"
videoScreenBoundsDesc,"Limits the area the UI uses on the screen."
videoShadowsDistance,"Shadows Distance"
videoShadowsDistanceDesc,"Quality and distance of object shadows.\n[decea3][Performance Impact: High][-]"
videoShadowsQuality,"Shadows Quality"
videoShadowsQualityDesc,"Determines how good Shadows are rendered."
videoSSAO,"SSAO"
videoSSAODesc,"Use the image effect SSAO which draws more detailed shadows on objects.\n[decea3][Performance Impact: Medium][-]"
videoSSReflections,"SS Reflections"
videoSSReflectionsDesc,"Use the screen space reflection effect.\n[decea3][Performance Impact: High][-]"
videoStreamingMipmapsEnabled,"Texture Streaming"
videoStreamingMipmapsEnabledDesc,"Enables streaming of textures to memory for memory usage reduction\n[decea3][Performance Impact: Medium to High][-]"
videoSunShafts,"Sun Shafts"
videoSunShaftsDesc,"Aka. God Rays. Shines rays of light from the sun past obstructing objects.\n[decea3][Performance Impact: Medium][-]"
videoTempCelsius,"Temp Unit"
videoTempCelsiusDesc,"Unit to use when displaying temperatures."
videoTextureFilter,"Texture Filter"
videoTextureFilterDesc,"Sets the filter strength to make nicer blending.\n[decea3][Performance Impact: Medium to High][-]"
videoTextureQuality,"Textures"
videoTextureQualityDesc,"Saves video memory and performance by setting the texture resolution.\nRequires restart.\n[decea3][Performance Impact: Medium][-]"
videoTreeQuality,"Trees"
videoTreeQualityDesc,"Overall quality of the trees based on how far away they are.\n[decea3][Performance Impact: High][-]"
videoUIBackgroundOpacity,"UI Background Opacity"
videoUIBackgroundOpacityDesc,"UI wallpaper/background opacity/transparency"
videoUIForegroundOpacity,"UI Foreground Opacity"
videoUIForegroundOpacityDesc,"UI outlines and icon opacity/transparency"
videoUMATextureQuality,"UMA Textures"
videoUMATextureQualityDesc,"Controls the texture baking size of UMA characters"
videoViewDistance,"View Distance"
videoViewDistanceDesc,"How far the world can be viewed.\nCan not be changed while in a game.\n[decea3][Performance Impact: High][-]"
videoVSync,"VSync"
